Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,lifecycle:transition,description,Result by Reviewer B,Result by Reviewer C,Result by Reviewer A,rejects,accepts,Result by Reviewer X
58,invite additional reviewer,Anne,2008-08-22 01:00:00.000,2008-08-22 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,,,
58,get review X,Sara,2008-08-27 01:00:00.000,2008-08-27 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,,,accept
58,decide,Wil,2009-04-25 01:00:00.000,2009-04-27 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,2,2,
58,invite additional reviewer,Anne,2009-04-27 01:00:00.000,2009-04-27 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,,,
58,time-out X,__INVALID__,2009-05-01 01:00:00.000,2009-05-01 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,,,
58,decide,Wil,2009-05-12 01:00:00.000,2009-05-16 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,2,2,
58,invite additional reviewer,Anne,2009-05-16 01:00:00.000,2009-05-18 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,,,
58,get review X,Pam,2009-05-18 01:00:00.000,2009-05-18 01:00:00.000,Variant 2,2,complete,Simulated process instance,,,,,,accept
58,decide,Wil,2010-01-25 00:00:00.000,2010-01-30 00:00:00.000,Variant 2,2,complete,Simulated process instance,,,,2,3,
58,accept,Anne,2010-01-30 00:00:00.000,2010-02-03 00:00:00.000,Variant 2,2,complete,Simulated process instance,,,,,,
58,End,End,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000,Variant 2,2,End,End,End,End,End,End,End,End
59,invite reviewers,Anne,2006-08-12 01:00:00.000,2006-08-14 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,time-out 3,__INVALID__,2006-08-14 01:00:00.000,2006-08-14 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,get review 2,Pam,2006-08-19 01:00:00.000,2006-08-19 01:00:00.000,Variant 55,55,complete,Simulated process instance,accept,,,,,
59,get review 1,Pete,2006-08-19 01:00:00.000,2006-08-19 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,reject,,,
59,collect reviews,Mike,2006-08-20 01:00:00.000,2006-08-22 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,decide,Wil,2007-03-25 00:00:00.000,2007-03-26 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,1,1,
59,invite additional reviewer,Anne,2007-03-29 01:00:00.000,2007-03-31 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,time-out X,__INVALID__,2007-04-01 01:00:00.000,2007-04-01 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,decide,Wil,2007-05-07 01:00:00.000,2007-05-08 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,1,1,
59,invite additional reviewer,Mike,2007-05-11 01:00:00.000,2007-05-16 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,time-out X,__INVALID__,2007-05-23 01:00:00.000,2007-05-23 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,decide,Wil,2007-10-02 01:00:00.000,2007-10-06 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,1,1,
59,invite additional reviewer,Anne,2007-10-06 01:00:00.000,2007-10-10 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,get review X,Mary,2007-10-12 01:00:00.000,2007-10-12 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,accept
59,decide,Wil,2007-11-26 00:00:00.000,2007-11-30 00:00:00.000,Variant 55,55,complete,Simulated process instance,,,,1,2,
59,invite additional reviewer,Anne,2007-11-30 00:00:00.000,2007-12-01 00:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,get review X,Carol,2007-12-02 00:00:00.000,2007-12-02 00:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,accept
59,decide,Wil,2008-05-30 01:00:00.000,2008-06-01 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,1,3,
59,accept,Anne,2008-06-01 01:00:00.000,2008-06-04 01:00:00.000,Variant 55,55,complete,Simulated process instance,,,,,,
59,End,End,2008-06-04 01:00:00.000,2008-06-04 01:00:00.000,Variant 55,55,End,End,End,End,End,End,End,End
6,invite reviewers,Anne,2006-01-17 00:00:00.000,2006-01-18 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out 1,__INVALID__,2006-01-23 00:00:00.000,2006-01-23 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out 2,__INVALID__,2006-01-23 00:00:00.000,2006-01-23 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out 3,__INVALID__,2006-01-28 00:00:00.000,2006-01-28 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,collect reviews,Mike,2006-01-28 00:00:00.000,2006-01-29 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2006-02-06 00:00:00.000,2006-02-10 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,0,1,
6,invite additional reviewer,Mike,2006-02-11 00:00:00.000,2006-02-14 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,get review X,Carol,2006-02-17 00:00:00.000,2006-02-17 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,accept
6,decide,Wil,2006-06-02 01:00:00.000,2006-06-05 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,0,2,
6,invite additional reviewer,Mike,2006-06-07 01:00:00.000,2006-06-07 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2006-06-15 01:00:00.000,2006-06-15 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2006-08-04 01:00:00.000,2006-08-09 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,0,2,
6,invite additional reviewer,Mike,2006-10-14 01:00:00.000,2006-10-19 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2006-10-20 01:00:00.000,2006-10-20 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2006-11-04 00:00:00.000,2006-11-06 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,0,2,
6,invite additional reviewer,Anne,2007-03-07 00:00:00.000,2007-03-10 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2007-03-15 00:00:00.000,2007-03-15 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2007-05-01 01:00:00.000,2007-05-02 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,0,2,
6,invite additional reviewer,Mike,2007-05-02 01:00:00.000,2007-05-03 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2007-05-07 01:00:00.000,2007-05-07 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2008-02-26 00:00:00.000,2008-02-29 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,0,2,
6,invite additional reviewer,Mike,2008-02-29 00:00:00.000,2008-03-03 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2008-03-13 00:00:00.000,2008-03-13 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2008-05-17 01:00:00.000,2008-05-22 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,0,2,
6,invite additional reviewer,Anne,2008-05-22 01:00:00.000,2008-05-23 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,get review X,Sam,2008-05-27 01:00:00.000,2008-05-27 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,reject
6,decide,Wil,2009-05-21 01:00:00.000,2009-05-23 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,1,2,
6,invite additional reviewer,Anne,2009-05-23 01:00:00.000,2009-05-25 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2009-05-26 01:00:00.000,2009-05-26 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2009-08-31 01:00:00.000,2009-09-04 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,1,2,
6,invite additional reviewer,Anne,2009-09-04 01:00:00.000,2009-09-09 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2009-09-11 01:00:00.000,2009-09-11 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2009-12-04 00:00:00.000,2009-12-09 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,1,2,
6,invite additional reviewer,Anne,2009-12-09 00:00:00.000,2009-12-10 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2009-12-13 00:00:00.000,2009-12-13 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2009-12-16 00:00:00.000,2009-12-16 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,1,2,
6,invite additional reviewer,Anne,2009-12-16 00:00:00.000,2009-12-21 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,get review X,John,2009-12-22 00:00:00.000,2009-12-22 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,accept
6,decide,Wil,2010-01-30 00:00:00.000,2010-01-30 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,1,3,
6,invite additional reviewer,Mike,2010-01-30 00:00:00.000,2010-02-01 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,get review X,Pete,2010-02-02 00:00:00.000,2010-02-02 00:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,reject
6,decide,Wil,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,2,3,
6,invite additional reviewer,Mike,2010-04-21 01:00:00.000,2010-04-24 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2010-05-03 01:00:00.000,2010-05-03 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2010-05-07 01:00:00.000,2010-05-09 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,2,3,
6,invite additional reviewer,Anne,2010-05-09 01:00:00.000,2010-05-14 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,get review X,Mary,2010-05-19 01:00:00.000,2010-05-19 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,reject
6,decide,Wil,2010-05-21 01:00:00.000,2010-05-24 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,3,3,
6,invite additional reviewer,Mike,2010-05-24 01:00:00.000,2010-05-26 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,time-out X,__INVALID__,2010-05-31 01:00:00.000,2010-05-31 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,decide,Wil,2010-06-02 01:00:00.000,2010-06-03 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,3,3,
6,reject,Anne,2010-06-03 01:00:00.000,2010-06-04 01:00:00.000,Variant 56,56,complete,Simulated process instance,,,,,,
6,End,End,2010-06-04 01:00:00.000,2010-06-04 01:00:00.000,Variant 56,56,End,End,End,End,End,End,End,End
60,invite reviewers,Mike,2006-09-26 01:00:00.000,2006-09-30 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,get review 1,Pete,2006-10-03 01:00:00.000,2006-10-03 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,reject,,,
60,get review 2,Mary,2006-10-04 01:00:00.000,2006-10-04 01:00:00.000,Variant 57,57,complete,Simulated process instance,reject,,,,,
60,time-out 3,__INVALID__,2006-10-05 01:00:00.000,2006-10-05 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,collect reviews,Mike,2006-11-06 00:00:00.000,2006-11-09 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,decide,Wil,2007-01-01 00:00:00.000,2007-01-05 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,2,0,
60,invite additional reviewer,Anne,2007-01-26 00:00:00.000,2007-01-28 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,get review X,John,2007-01-31 00:00:00.000,2007-01-31 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,accept
60,decide,Wil,2007-04-30 01:00:00.000,2007-05-01 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,2,1,
60,invite additional reviewer,Anne,2007-05-01 01:00:00.000,2007-05-01 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,time-out X,__INVALID__,2007-05-02 01:00:00.000,2007-05-02 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,decide,Wil,2007-08-19 01:00:00.000,2007-08-22 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,2,1,
60,invite additional reviewer,Mike,2007-08-24 01:00:00.000,2007-08-24 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,time-out X,__INVALID__,2007-08-26 01:00:00.000,2007-08-26 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,decide,Wil,2008-01-29 00:00:00.000,2008-01-29 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,2,1,
60,invite additional reviewer,Mike,2008-01-29 00:00:00.000,2008-02-01 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,time-out X,__INVALID__,2008-02-08 00:00:00.000,2008-02-08 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,decide,Wil,2008-03-09 00:00:00.000,2008-03-13 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,2,1,
60,invite additional reviewer,Mike,2008-03-13 00:00:00.000,2008-03-15 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,get review X,John,2008-03-16 00:00:00.000,2008-03-16 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,reject
60,decide,Wil,2008-09-07 01:00:00.000,2008-09-10 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,3,1,
60,invite additional reviewer,Anne,2008-09-10 01:00:00.000,2008-09-10 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,get review X,Pam,2008-09-15 01:00:00.000,2008-09-15 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,reject
60,decide,Wil,2009-07-08 01:00:00.000,2009-07-12 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,4,1,
60,invite additional reviewer,Mike,2009-07-12 01:00:00.000,2009-07-17 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,get review X,Pam,2009-07-20 01:00:00.000,2009-07-20 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,accept
60,decide,Wil,2009-09-14 01:00:00.000,2009-09-19 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,4,2,
60,invite additional reviewer,Mike,2009-09-19 01:00:00.000,2009-09-22 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,time-out X,__INVALID__,2009-09-23 01:00:00.000,2009-09-23 01:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,decide,Wil,2010-01-08 00:00:00.000,2010-01-12 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,4,2,
60,reject,Mike,2010-01-12 00:00:00.000,2010-01-17 00:00:00.000,Variant 57,57,complete,Simulated process instance,,,,,,
60,End,End,2010-01-17 00:00:00.000,2010-01-17 00:00:00.000,Variant 57,57,End,End,End,End,End,End,End,End
61,invite reviewers,Anne,2006-09-21 01:00:00.000,2006-09-22 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,time-out 1,__INVALID__,2006-09-26 01:00:00.000,2006-09-26 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,get review 2,Pete,2006-09-26 01:00:00.000,2006-09-26 01:00:00.000,Variant 58,58,complete,Simulated process instance,accept,,,,,
61,time-out 3,__INVALID__,2006-09-27 01:00:00.000,2006-09-27 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,collect reviews,Anne,2006-10-15 01:00:00.000,2006-10-16 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,decide,Wil,2006-11-27 00:00:00.000,2006-11-30 00:00:00.000,Variant 58,58,complete,Simulated process instance,,,,0,1,
61,invite additional reviewer,Mike,2006-12-21 00:00:00.000,2006-12-23 00:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,get review X,Sam,2007-01-02 00:00:00.000,2007-01-02 00:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,accept
61,decide,Wil,2007-02-25 00:00:00.000,2007-02-28 00:00:00.000,Variant 58,58,complete,Simulated process instance,,,,0,2,
61,invite additional reviewer,Mike,2007-04-22 01:00:00.000,2007-04-27 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,time-out X,__INVALID__,2007-04-29 01:00:00.000,2007-04-29 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,decide,Wil,2008-02-13 00:00:00.000,2008-02-16 00:00:00.000,Variant 58,58,complete,Simulated process instance,,,,0,2,
61,invite additional reviewer,Anne,2008-02-16 00:00:00.000,2008-02-20 00:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,get review X,Sam,2008-02-22 00:00:00.000,2008-02-22 00:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,accept
61,decide,Wil,2008-07-05 01:00:00.000,2008-07-05 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,0,3,
61,invite additional reviewer,Anne,2008-07-05 01:00:00.000,2008-07-10 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,get review X,Pam,2008-07-13 01:00:00.000,2008-07-13 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,reject
61,decide,Wil,2008-08-18 01:00:00.000,2008-08-19 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,1,3,
61,accept,Mike,2008-08-19 01:00:00.000,2008-08-22 01:00:00.000,Variant 58,58,complete,Simulated process instance,,,,,,
61,End,End,2008-08-22 01:00:00.000,2008-08-22 01:00:00.000,Variant 58,58,End,End,End,End,End,End,End,End
62,invite reviewers,Mike,2006-09-02 01:00:00.000,2006-09-07 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,get review 1,John,2006-09-08 01:00:00.000,2006-09-08 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,reject,,,
62,get review 2,Sara,2006-09-11 01:00:00.000,2006-09-11 01:00:00.000,Variant 59,59,complete,Simulated process instance,reject,,,,,
62,time-out 3,__INVALID__,2006-09-13 01:00:00.000,2006-09-13 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,collect reviews,Mike,2006-09-21 01:00:00.000,2006-09-25 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,decide,Wil,2007-01-12 00:00:00.000,2007-01-16 00:00:00.000,Variant 59,59,complete,Simulated process instance,,,,2,0,
62,invite additional reviewer,Mike,2007-02-09 00:00:00.000,2007-02-14 00:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,get review X,Sam,2007-02-16 00:00:00.000,2007-02-16 00:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,accept
62,decide,Wil,2007-05-08 01:00:00.000,2007-05-08 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,2,1,
62,invite additional reviewer,Anne,2007-05-08 01:00:00.000,2007-05-11 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,get review X,Pam,2007-05-16 01:00:00.000,2007-05-16 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,reject
62,decide,Wil,2007-08-30 01:00:00.000,2007-09-04 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,3,1,
62,invite additional reviewer,Anne,2007-09-04 01:00:00.000,2007-09-06 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,get review X,Mary,2007-09-09 01:00:00.000,2007-09-09 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,accept
62,decide,Wil,2008-01-29 00:00:00.000,2008-02-02 00:00:00.000,Variant 59,59,complete,Simulated process instance,,,,3,2,
62,invite additional reviewer,Anne,2008-02-02 00:00:00.000,2008-02-06 00:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,get review X,Carol,2008-02-09 00:00:00.000,2008-02-09 00:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,reject
62,decide,Wil,2008-05-05 01:00:00.000,2008-05-05 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,4,2,
62,reject,Mike,2008-05-05 01:00:00.000,2008-05-09 01:00:00.000,Variant 59,59,complete,Simulated process instance,,,,,,
62,End,End,2008-05-09 01:00:00.000,2008-05-09 01:00:00.000,Variant 59,59,End,End,End,End,End,End,End,End
63,invite reviewers,Anne,2006-09-09 01:00:00.000,2006-09-09 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,get review 3,Pete,2006-09-09 01:00:00.000,2006-09-09 01:00:00.000,Variant 60,60,complete,Simulated process instance,,accept,,,,
63,time-out 1,__INVALID__,2006-09-17 01:00:00.000,2006-09-17 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,time-out 2,__INVALID__,2006-09-19 01:00:00.000,2006-09-19 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,collect reviews,Mike,2006-09-25 01:00:00.000,2006-09-26 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,decide,Wil,2006-11-01 00:00:00.000,2006-11-04 00:00:00.000,Variant 60,60,complete,Simulated process instance,,,,0,2,
63,invite additional reviewer,Mike,2006-12-11 00:00:00.000,2006-12-16 00:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,get review X,Sam,2006-12-16 00:00:00.000,2006-12-16 00:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,accept
63,decide,Wil,2008-06-30 01:00:00.000,2008-07-01 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,0,3,
63,invite additional reviewer,Mike,2008-07-03 01:00:00.000,2008-07-05 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,get review X,Pam,2008-07-08 01:00:00.000,2008-07-08 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,reject
63,decide,Wil,2009-06-07 01:00:00.000,2009-06-07 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,1,3,
63,invite additional reviewer,Mike,2009-06-11 01:00:00.000,2009-06-13 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,get review X,John,2009-06-13 01:00:00.000,2009-06-13 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,accept
63,decide,Wil,2009-07-15 01:00:00.000,2009-07-19 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,1,4,
63,invite additional reviewer,Mike,2009-07-19 01:00:00.000,2009-07-22 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,get review X,Pete,2009-07-22 01:00:00.000,2009-07-22 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,accept
63,decide,Wil,2009-10-02 01:00:00.000,2009-10-02 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,1,5,
63,accept,Anne,2009-10-07 01:00:00.000,2009-10-10 01:00:00.000,Variant 60,60,complete,Simulated process instance,,,,,,
63,End,End,2009-10-10 01:00:00.000,2009-10-10 01:00:00.000,Variant 60,60,End,End,End,End,End,End,End,End
64,invite reviewers,Mike,2006-09-01 01:00:00.000,2006-09-02 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,,,
64,get review 1,Pam,2006-09-02 01:00:00.000,2006-09-02 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,reject,,,
64,time-out 3,__INVALID__,2006-09-02 01:00:00.000,2006-09-02 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,,,
64,get review 2,John,2006-09-06 01:00:00.000,2006-09-06 01:00:00.000,Variant 61,61,complete,Simulated process instance,reject,,,,,
64,collect reviews,Anne,2006-09-10 01:00:00.000,2006-09-14 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,,,
64,decide,Wil,2006-09-16 01:00:00.000,2006-09-17 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,2,0,
64,invite additional reviewer,Anne,2006-10-14 01:00:00.000,2006-10-15 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,,,
64,get review X,Sara,2006-10-16 01:00:00.000,2006-10-16 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,,,reject
64,decide,Wil,2006-10-17 01:00:00.000,2006-10-17 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,3,0,
64,reject,Mike,2006-10-24 01:00:00.000,2006-10-28 01:00:00.000,Variant 61,61,complete,Simulated process instance,,,,,,
64,End,End,2006-10-28 01:00:00.000,2006-10-28 01:00:00.000,Variant 61,61,End,End,End,End,End,End,End,End
65,invite reviewers,Mike,2006-09-11 01:00:00.000,2006-09-15 01:00:00.000,Variant 1,1,complete,Simulated process instance,,,,,,
65,get review 2,Carol,2006-09-16 01:00:00.000,2006-09-16 01:00:00.000,Variant 1,1,complete,Simulated process instance,reject,,,,,
65,get review 1,Sam,2006-09-17 01:00:00.000,2006-09-17 01:00:00.000,Variant 1,1,complete,Simulated process instance,,,reject,,,
65,get review 3,Mary,2006-09-18 01:00:00.000,2006-09-18 01:00:00.000,Variant 1,1,complete,Simulated process instance,,reject,,,,
65,collect reviews,Anne,2006-09-22 01:00:00.000,2006-09-27 01:00:00.000,Variant 1,1,complete,Simulated process instance,,,,,,
65,decide,Wil,2006-10-05 01:00:00.000,2006-10-06 01:00:00.000,Variant 1,1,complete,Simulated process instance,,,,3,0,
65,reject,Anne,2006-10-10 01:00:00.000,2006-10-11 01:00:00.000,Variant 1,1,complete,Simulated process instance,,,,,,
65,End,End,2006-10-11 01:00:00.000,2006-10-11 01:00:00.000,Variant 1,1,End,End,End,End,End,End,End,End
66,invite reviewers,Anne,2006-10-16 01:00:00.000,2006-10-16 01:00:00.000,Variant 62,62,complete,Simulated process instance,,,,,,
66,get review 2,Pete,2006-10-16 01:00:00.000,2006-10-16 01:00:00.000,Variant 62,62,complete,Simulated process instance,accept,,,,,
66,get review 1,Pam,2006-10-19 01:00:00.000,2006-10-19 01:00:00.000,Variant 62,62,complete,Simulated process instance,,,reject,,,
66,time-out 3,__INVALID__,2006-10-23 01:00:00.000,2006-10-23 01:00:00.000,Variant 62,62,complete,Simulated process instance,,,,,,
66,collect reviews,Anne,2006-10-31 00:00:00.000,2006-11-02 00:00:00.000,Variant 62,62,complete,Simulated process instance,,,,,,
66,decide,Wil,2007-01-16 00:00:00.000,2007-01-20 00:00:00.000,Variant 62,62,complete,Simulated process instance,,,,1,1,
66,invite additional reviewer,Mike,2007-01-26 00:00:00.000,2007-01-31 00:00:00.000,Variant 62,62,complete,Simulated process instance,,,,,,
66,time-out X,__INVALID__,2007-02-05 00:00:00.000,2007-02-05 00:00:00.000,Variant 62,62,complete,Simulated process instance,,,,,,
66,decide,Wil,2007-02-06 00:00:00.000,2007-02-09 00:00:00.000,Variant 62,62,complete,Simulated process instance,,,,1,1,
66,invite additional reviewer,Anne,2007-04-13 01:00:00.000,2007-04-17 01:00:00.000,Variant 62,62,complete,Simulated process instance,,,,,,
66,get review X,Sam,2007-04-22 01:00:00.000,2007-04-22 01:00:00.000,Variant 62,62,complete,Simulated process instance,,,,,,reject
